,Name,Description,One-Handed Damage,Two-Handed Damage,Main Damage Type,Extra Damage,Extra Damage Type,Type,Rarity,Enchantment,Wielding-Type,Throwable,Dippable,Extra Reach,Light,Melee/Range,Weight,Price,Special Attribute 1,Special Attribute 2,Special Attribute 3,Special Attribute 4,Action 1,Action 2,Action 3,Action 4,Special Action 1,Special Action 2,Special Action 3,Special Action 4,Location,Img url,UID,UUID
173,Maul,Maul is a common variant of the Mauls family of weapons.,,2d6 (2~12) + Strength modifier,Bludgeoning damage,,,Mauls,Common,None,Two-Handed,False,True,False,False,1.5m / 5 ft,4.5kg / 9lb,40 gp,,,,,Backbreaker: Put extra force behind your strike to possibly knock your enemy Prone.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,,https://bg3.wiki/w/images/thumb/4/43/Maul_Faded.png/300px-Maul_Faded.png,WPN_Maul,5487ceb4-b009-46ae-8ed6-cd3baaf0a18d
174,Maul +1,"Maul +1 is an uncommon, lightly enchanted maul.",,2d6 + 1 (3~13) + Strength modifier,Bludgeoning damage,,,Mauls,Uncommon,+1,Two-Handed,False,True,False,False,1.5m / 5 ft,4.5kg / 9lb,40 gp,,,,,Backbreaker: Put extra force behind your strike to possibly knock your enemy Prone.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up.,https://bg3.wiki/w/images/thumb/0/00/Maul_PlusOne_Icon.png/300px-Maul_PlusOne_Icon.png,WPN_Maul_1,7e8ef269-0e7b-4352-8828-89c5fced943c
175,Steadfast Maul,"Steadfast Maul is an uncommon, lightly enchanted maul.",,2d6 + 1 (3~13) + Strength modifier,Bludgeoning damage,,,Mauls,Uncommon,+1,Two-Handed,False,True,False,False,1.5m / 5 ft,4.5kg / 9lb,gp,,,,,Backbreaker: Put extra force behind your strike to possibly knock your enemy Prone.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,"Steadfast Strike: Slam into a foe, preventing them (and yourself) from being moved involuntarily. Deal additional damage equal to your Proficiency Bonus.",,,,"Not accessible through normal gameplay, but can still be accessed via third party tools.",https://bg3.wiki/w/images/thumb/e/ec/Shattered_Condition_Icon.webp/35px-Shattered_Condition_Icon.webp.png,MAG_Steadfast_Maul,9c0b228c-8330-4407-9877-3b980810a1ae
176,Corpsegrinder,Corpsegrinder is a rare +2 maul that deals additional Thunder damage and grants its wielder the Grand Slam weapon action.,,2d6 + 2 (4~14) + Strength modifier,Bludgeoning damage,1d4 (1~4),Thunder damage,Mauls,Rare,+2,Two-Handed,False,True,False,False,1.5m / 5 ft,4.5kg / 9lb,190 gp,,,,,Backbreaker: Put extra force behind your strike to possibly knock your enemy Prone.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,"Grand Slam: Slam your weapon into the ground, dealing additional Thunder damage equal to your proficiency bonus, thunderously impacting nearby foes and possibly pushing them away.",,,,Looted from Cairos at the docks west of Rivington X:-210Y:99.,https://bg3.wiki/w/images/thumb/8/80/Corpsegrinder_Faded.webp/300px-Corpsegrinder_Faded.webp.png,MAG_SWA_Roaring_Maul,c1aa1bf6-2bb8-4472-9e18-b5285101c4b3
177,Morningstar,"Morningstar is a mundane, nonmagical variant of the Morningstars family of weapons. It is a martial melee weapon wielded in one hand.",1d8 (1~8) + Strength modifier,,Piercing damage,,,Morningstars,Common,None,One-Handed,False,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,50 gp,,,,,Heartstopper: Smash an enemy's chest in and possibly inflict Chest Trauma.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,,https://bg3.wiki/w/images/thumb/0/0f/Morningstar_Icon.png/300px-Morningstar_Icon.png,WPN_HUM_Morningstar_A_0,26a9fba6-1a60-4691-84ea-da7ffcb304e0
178,Morningstar +1,"Morningstar +1 is an uncommon, lightly enchanted (+1) variant of the Morningstars family of weapons. It is a martial melee weapon wielded in one hand.",1d8 + 1 (2~9) + Strength modifier,,Piercing damage,,,Morningstars,Uncommon,+1,One-Handed,False,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,65 gp,,,,,Heartstopper: Smash an enemy's chest in and possibly inflict Chest Trauma.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up.,https://bg3.wiki/w/images/thumb/5/58/Morningstar_PlusOne_Icon.png/300px-Morningstar_PlusOne_Icon.png,WPN_HUM_Morningstar_A_1,deea755b-5335-49d9-bd0e-dbaab9eaf94c
179,Ravengard's Scourger,Ravengard's Scourger is a rare +2 Morningstar that allows the wielder to cast Commander's Strike.,1d8 + 2 (3~10) + Strength modifier,,Piercing damage,,,Morningstars,Rare,+2,One-Handed,False,False,False,False,1.5m / 5 ft,1.8kg / 3.6lb,310 gp,Commander's Strike: Direct an ally to strike a foe. The ally uses a reaction on their next turn to make a weapon attack. Once per Short Rest.,,,,Heartstopper: Smash an enemy's chest in and possibly inflict Chest Trauma.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,Looted from High Security Vault n°5 in The Counting House,https://bg3.wiki/w/images/thumb/b/be/Morningstar_PlusTwo_Icon.png/300px-Morningstar_PlusTwo_Icon.png,MAG_LC_OfTheFist_MorningStar,83715b12-8d39-48b7-a981-fe50a4ec2d4e
180,The Sacred Star,"The Sacred Star is a very rare, +2 Morningstar that applies Radiating Orb on hit and possibly turns the target if it is Undead. It also grants the Dawnburst Strike weapon action.",1d8 + 2 (3~10) + Strength modifier,,Piercing damage,1d4 (1~4),Radiant damage,Morningstars,Very Rare,+2,One-Handed,False,False,False,True,1.5m / 5 ft,0.8kg / 1.6lb,770 gp,"Radiant Strike: On a hit, inflict 1 turn of Radiating Orb upon the target.",Sanctified Weapon: Undead creatures struck by this weapon are possibly Turned.,,,Heartstopper: Smash an enemy's chest in and possibly inflict Chest Trauma.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,"Dawnburst Strike: Deal additional Radiant damage equal to your proficiency bonus. On a hit, light erupts around you in a 3m / 10ft area. Enemies in the light must succeed a Weapon action DC Constitution saving throw or be Blinded.",,,,Sold by Vicar Humbletoes in the Stormshore Tabernacle.,https://bg3.wiki/w/images/thumb/b/be/Morningstar_PlusTwo_Icon.png/300px-Morningstar_PlusTwo_Icon.png,MAG_RadiantLight_Morningstar,5637bf93-ebd4-4170-a251-d77d9687c58a
181,Tough Sunrises,"Tough Sunrises is an uncommon, lightly enchanted (+1) variant of the Morningstars family of weapons. It is a martial melee weapon wielded in one hand.",1d8 + 1 (2~9) + Strength modifier,,Piercing damage,,,Morningstars,Uncommon,+1,One-Handed,False,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,gp,,,,,Heartstopper: Smash an enemy's chest in and possibly inflict Chest Trauma.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,"Dawnburst Strike: Deal additional Radiant damage equal to your proficiency bonus. On a hit, light erupts around you in a 3m / 10ft area. Enemies in the light must succeed a Weapon action DC Constitution saving throw or be Blinded.",,,,,https://bg3.wiki/w/images/thumb/e/ec/Shattered_Condition_Icon.webp/35px-Shattered_Condition_Icon.webp.png,MAG_Dawn_Morningstar,907df6ab-93ab-4f51-bf57-ac767d48e382
182,Twist of Fortune,"Twist of Fortune is a rare +1 Morningstar with the unique weapon action, Blood Money. When the wielder rolls 2 or less with this weapon's damage die, they reroll and take the new result.",1d8 + 1 (2~9) + Strength modifier,,Piercing damage,,,Morningstars,Rare,+1,One-Handed,False,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,310 gp,"Twist of Fortune: When you roll 2 or less with this weapon's damage die, reroll it and take the new result.",,,,Heartstopper: Smash an enemy's chest in and possibly inflict Chest Trauma.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,"Blood Money: Strike out greedily, dealing an additional proficiency bonusPiercing damage per 300 gold that the target possesses. The gold will be consumed.",,,,Twist of Fortune is obtained by defeating and looting Gerringothe Thorm in the Reithwin Tollhouse.,https://bg3.wiki/w/images/thumb/5/58/Morningstar_PlusOne_Icon.png/300px-Morningstar_PlusOne_Icon.png,MAG_TWN_Taxblade_Morningstar,12e19834-cf53-4207-93c3-5f0facef5889
183,Breaching Pikestaff,Breaching Pikestaff is a rare +2 Pike that deals an additional 1d4 Force on each successful hit.,,1d10 + 2 (3~12) + Strength modifier,Piercing damage,1d4 (1~4),Force damage,Pikes,Rare,+2,Two-Handed,False,False,True,False,2.5m / 8ft,8.1kg / 16.2lb,190 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,"Brace (6m / 20ft): Spend 6m / 20ft of your movement. For the rest of your turn, roll melee damage twice and use the highest result.",,,,,,"Found in the Ancient Lair within the Lower City Sewers (X -1393, Y 56) during Chapter Three.",https://bg3.wiki/w/images/thumb/5/5f/Pike_PlusOne_Icon.png/300px-Pike_PlusOne_Icon.png,MAG_Generic_01_Pike_1,661ac892-ee92-46ca-b1b4-1c1df10c7bf0
184,Pike,"Pike is a mundane, nonmagical variant of the Pikes family of weapons. It is a martial melee weapon that's wielded with both hands.  It gives the user extra reach in melee combat.",,1d10 (1~10) + Strength modifier,Piercing damage,,,Pikes,Common,None,Two-Handed,False,True,True,False,2.5m / 8ft,8.1kg / 16.2lb,20 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,"Brace (6m / 20ft): Spend 6m / 20ft of your movement. For the rest of your turn, roll melee damage twice and use the highest result.",,,,,,,https://bg3.wiki/w/images/thumb/4/4d/Pike_Faded.png/300px-Pike_Faded.png,WPN_HUM_Pike_A_0,baa5b139-42ad-40fd-b6c3-6b52b092c48e
185,Pike +1,"Pike +1 is an uncommon, lightly enchanted (+1) variant of the Pikes family of weapons. It is a martial melee weapon that's wielded with both hands.  It gives the user extra reach in melee combat.",,1d10 + 1 (2~11) + Strength modifier,Piercing damage,,,Pikes,Uncommon,+1,Two-Handed,False,True,True,False,2.5m / 8ft,8.1kg / 16.2lb,40 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,"Brace (6m / 20ft): Spend 6m / 20ft of your movement. For the rest of your turn, roll melee damage twice and use the highest result.",,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up.,https://bg3.wiki/w/images/thumb/5/5f/Pike_PlusOne_Icon.png/300px-Pike_PlusOne_Icon.png,WPN_HUM_Pike_A_1,40fa8049-b6c1-4463-b212-52ad13b5d687
186,Returning Pike,Returning Pike is an uncommon +1 Pike that returns to the wielder automatically after being thrown.,,1d10 + 1 (2~11) + Strength modifier,Piercing damage,,,Pikes,Uncommon,+1,Two-Handed,True,True,True,False,2.5m / 8ft,8.1kg / 16.2lb,65 gp / 250 gpHHonour,Homing Weapon: This weapon will return to its owner when thrown.,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,"Brace (6m / 20ft): Spend 6m / 20ft of your movement. For the rest of your turn, roll melee damage twice and use the highest result.",,,,,,This weapon can be bought from Grat the Trader in the Goblin Camp,https://bg3.wiki/w/images/thumb/5/5f/Pike_PlusOne_Icon.png/300px-Pike_PlusOne_Icon.png,MAG_Throwable_Pike,1047ac9f-7860-44fd-9154-0f06fe64936c
187,The Impaler,"The Impaler is a very rare, inaccessible, moderately enchanted (+2) Pike that deals additional damage to targets at full hp and grants temporary hp on kills.",,1d10 + 2 (3~12) + Strength modifier,Piercing damage,,,Pikes,Very Rare,+2,Two-Handed,False,True,True,False,2.5m / 8ft,8.1kg / 16.2lb,480 gp,Break the Unbroken: Deals an additional 1d10Piercing to targets that still have all their hit points.,Death Drinker: Has no effect when used ingame,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,"Brace (6m / 20ft): Spend 6m / 20ft of your movement. For the rest of your turn, roll melee damage twice and use the highest result.",,"Bloodrender: Deal additional damage equal to your proficiency bonus. On a successful hit, you gain Bloodrender which lets you deal more damage at the cost of some hitpoints.",,,,,https://bg3.wiki/w/images/thumb/e/ec/Shattered_Condition_Icon.webp/35px-Shattered_Condition_Icon.webp.png,MAG_Generic_01_Pike_2,53023726-12bd-4871-805a-66744321dfdb
188,Unseen Menace,Unseen Menace is a rare +1 Pike increases critical hit chance and grants Advantage as long as the wielder keeps connecting hits.,,1d10 + 1 (2~11) + Strength modifier,Piercing damage,,,Pikes,Rare,+1,Two-Handed,False,True,True,False,2.5m / 8ft,8.1kg / 16.2lb,190 gp / 310 gpHHonour,Invisible Weapon: This weapon is Invisible while equipped. It has Advantage on Attack rolls. It loses this property for 2 rounds on a missed Attack roll. The weapon also scores a critical hit when rolling a 19.,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,"Brace (6m / 20ft): Spend 6m / 20ft of your movement. For the rest of your turn, roll melee damage twice and use the highest result.",,,,,,Act 1: Sold by A'jak'nir Jeera at Crèche Y'llek,https://bg3.wiki/w/images/thumb/b/ba/Unseen_Menace_Icon.png/300px-Unseen_Menace_Icon.png,MAG_Invisible_Pike,cd6c6adc-8792-4378-8c63-8169cfad6c55
189,Bigboy's Chew Toy,Bigboy's Chew Toy is a rare +1 quarterstaff that grants its wielder the ability the ability to cast Enlarge on themselves once per Long Rest.,1d6 + 1 (2~7) + Strength modifier,1d8 + 1 (2~9) + Strength modifier,Bludgeoning damage,,,Quarterstaves,Rare,+1,Versatile,False,False,False,False,1.5m / 5 ft,1.8kg / 3.6lb,310 gp,Whossa Large Fellow?: Cast as a level 2 spell (Recharge: Long rest).,,,,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Flourish: Feint an attack to possibly throw your opponent Off Balance.,Topple: Swipe at a creature to knock it Prone.,,,,,,Sold by Lann Tarv in the main floor of Moonrise Towers.,https://bg3.wiki/w/images/thumb/b/bf/Quarterstaff_B_Faded.png/300px-Quarterstaff_B_Faded.png,MAG_Combat_Quarterstaff,59cd94ae-c26c-459a-89d8-a1f1ebdd13ba
190,Cacophony,Cacophony is a rare +1 Quarterstaff that grants the wielder the Thunderous Smite spell.,1d6 + 1 (2~7) + Strength modifier,1d8 + 1 (2~9) + Strength modifier,Bludgeoning damage,1d4 (1~4),Thunder damage,Quarterstaves,Rare,+1,Versatile,False,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,310 gp,Thunderous Smite: Cast as a level 1 spell (Recharge: Short rest).,,,,Topple: Swipe at a creature to knock it Prone.,,,,,,,,"This weapon can be bought from these traders: Sold by Lady Esther at the Rosymorn Monastery Trail, after taking the Mountain Path and starting Act Two.",https://bg3.wiki/w/images/thumb/0/09/Quarterstaff_PlusOne_Icon.png/300px-Quarterstaff_PlusOne_Icon.png,MAG_Thunder_ThunderClap_Quarterstaff,4708068e-542a-4dfb-b8a0-56e1ee371600
